,title,Unnamed: 0,Unnamed: 0.1,platform,score,genre,release_year,Dreamcast,"Game Boy (Color, Advance)",GameCube,Mobile,"Nintendo (DS, 3DS, DSi)",Nintendo 64,PC,"PlayStation (1, 2 ,3, 4)","PlayStation (Portable, Vita)",Wii (U),"Xbox (360, One)",iPad,Action,Adventure,Board,Card,Educational,Fighting,Hunting,Music,Party,Platformer,Puzzle,RPG,Racing,Shooter,Simulation,Sports,Strategy
9020,Space Station Silicon Valley,2046,2263,Nintendo 64,"(9, 10]",Puzzle,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9021,Space Trader: Merchant Marine,11250,12278,PC,"(5, 6]",Strategy,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9022,Space Trek,13531,14739,Wii (U),"(5, 6]",Adventure,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9023,Space War Commander,11342,12381,PC,"(7, 8]",Strategy,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9024,SpaceForce: Rogue Universe,8811,9510,PC,"(5, 6]",Action,2007,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9025,SpaceStationSim,8442,9086,PC,"(4, 5]",Simulation,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9026,Spaceball: Revolution,12237,13363,Wii (U),"(5, 6]",Puzzle,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9027,Spacebase DF-9,16500,17924,PC,"(6, 7]",Simulation,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9028,Spandex Force,9953,10806,PC,"(7, 8]",Puzzle,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9029,Spare Parts,18822,15333,"Xbox (360, One)","(4, 5]",Adventure,2011,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9030,Spartan,5437,5855,PC,"(4, 5]",Strategy,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9031,Spartan: Total Warrior,6755,7282,"Xbox (360, One)","(7, 8]",Action,2005,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9032,Spawn,1430,1602,"Game Boy (Color, Advance)","(2, 3]",Action,1999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9033,Spawn: Armageddon,17686,5401,"Xbox (360, One)","(7, 8]",Adventure,2003,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9034,Spawn: In the Demon's Hand,2327,2572,Dreamcast,"(6, 7]",Action,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035,Spawn: The Eternal,652,691,"PlayStation (1, 2 ,3, 4)","(1, 2]",Action,1997,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9036,Spearhead,913,963,PC,"(6, 7]",Simulation,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9037,Spec Ops II: Green Berets,1539,1715,PC,"(5, 6]",Action,1999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9038,Spec Ops: Stealth Patrol,2071,2289,"PlayStation (1, 2 ,3, 4)","(2, 3]",Action,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9039,Spec Ops: The Line,15436,16758,"Xbox (360, One)","(7, 8]",Shooter,2012,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9040,Special Crime Unit: Blood on Campus,8198,8806,Mobile,"(7, 8]",Simulation,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9041,Special Forces: Nemesis Strike,6250,6742,PC,"(6, 7]",Action,2005,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9042,Special Forces: Team X,15544,16879,"Xbox (360, One)","(4, 5]",Shooter,2013,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9043,Spectral Force 3,10378,11297,"Xbox (360, One)","(4, 5]",RPG,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9044,Spectral Souls,7923,8504,"PlayStation (Portable, Vita)","(5, 6]",RPG,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9045,Spectrobes,18220,9064,"Nintendo (DS, 3DS, DSi)","(6, 7]",RPG,2007,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9046,Spectrobes: Beyond The Portals,18481,11672,"Nintendo (DS, 3DS, DSi)","(7, 8]",RPG,2008,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9047,Spectrobes: Origins,18627,13393,Wii (U),"(7, 8]",Adventure,2009,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9048,Speed Busters: American Highways,1044,1101,PC,"(7, 8]",Racing,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9049,Speed Devils,1530,1706,Dreamcast,"(7, 8]",Racing,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9050,Speed Devils Online Racing,2600,2858,Dreamcast,"(7, 8]",Racing,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9051,Speed Kings,4566,4930,"Xbox (360, One)","(5, 6]",Sports,2003,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9052,Speed Punks,1987,2198,"PlayStation (1, 2 ,3, 4)","(8, 9]",Racing,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9053,Speed Racer,665,704,"PlayStation (1, 2 ,3, 4)","(4, 5]",Racing,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9054,Speed Racer: The Videogame,11282,12312,Wii (U),"(7, 8]",Racing,2008,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9055,Speedball 2 Evolution,18849,15557,Mobile,"(6, 7]",Sports,2011,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9056,Speedball 2100,2399,2648,"PlayStation (1, 2 ,3, 4)","(7, 8]",Action,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9057,Speedball 2: Brutal Deluxe,18327,9992,"Xbox (360, One)","(5, 6]",Sports,2007,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9058,Speedy Gonzales: Aztec Adventure,1779,1969,"Game Boy (Color, Advance)","(4, 5]",Platformer,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9059,SpellForce 2: Shadow Wars,7439,8010,PC,"(8, 9]",Strategy,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9060,SpellForce: The Order of Dawn,17725,5607,PC,"(8, 9]",Strategy,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9061,Spelunker,9915,10763,Wii (U),"(2, 3]",Platformer,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9062,Spelunky,15872,17231,"Xbox (360, One)","(8, 9]",Platformer,2013,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9063,Sphinx and the Cursed Mummy,17678,6927,"Xbox (360, One)","(8, 9]",Adventure,2005,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9064,Spice World,935,987,"PlayStation (1, 2 ,3, 4)","(1, 2]",Action,1998,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9065,Spider,493,527,"PlayStation (1, 2 ,3, 4)","(5, 6]",Action,1997,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9066,Spider-Man 2,17895,6633,"Xbox (360, One)","(8, 9]",Adventure,2005,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9067,Spider-Man 2 3D: NY Rooftops,6048,6526,Mobile,"(6, 7]",Action,2005,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9068,Spider-Man 2 3D: NY Subway,6237,6728,Mobile,"(4, 5]",Action,2005,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9069,Spider-Man 2: Enter Electro,3114,3391,"PlayStation (1, 2 ,3, 4)","(5, 6]",Action,2001,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9070,Spider-Man 2: The Hero Returns,6577,7093,Mobile,"(7, 8]",Action,2005,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9071,Spider-Man 2: The Sinister Six,2890,3163,"Game Boy (Color, Advance)","(8, 9]",Action,2001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9072,Spider-Man 3,18251,10072,"Xbox (360, One)","(8, 9]",Adventure,2007,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9073,Spider-Man 3 (Collector's Edition),18249,9265,"PlayStation (1, 2 ,3, 4)","(5, 6]",Adventure,2007,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9074,Spider-Man 3 (Special Edition),18252,9273,"PlayStation (1, 2 ,3, 4)","(3, 4]",Adventure,2007,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9075,Spider-Man 3 Puzzle,8894,9605,Mobile,"(5, 6]",Puzzle,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9076,Spider-Man [2000],2409,2658,"PlayStation (1, 2 ,3, 4)","(8, 9]",Adventure,2000,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9077,Spider-Man [2001],3035,3311,PC,"(8, 9]",Platformer,2001,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9078,Spider-Man [2003],5072,5465,Mobile,"(7, 8]",Platformer,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9079,Spider-Man vs. Doc Ock,5297,5710,Mobile,"(7, 8]",Action,2004,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9080,Spider-Man: Battle for New York,8046,8632,"Game Boy (Color, Advance)","(4, 5]",Action,2006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9081,Spider-Man: Edge of Time,15004,16298,"Xbox (360, One)","(5, 6]",Action,2011,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9082,Spider-Man: Friend or Foe,9202,9946,"Xbox (360, One)","(4, 5]",Action,2007,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9083,Spider-Man: Mysterio's Menace,3060,3336,"Game Boy (Color, Advance)","(8, 9]",Action,2001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9084,Spider-Man: Shattered Dimensions,13856,15081,"Xbox (360, One)","(7, 8]",Action,2010,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9085,Spider-Man: The Movie,3581,3872,"Xbox (360, One)","(8, 9]",Action,2002,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9086,Spider-Man: Total Mayhem,13610,14822,Mobile,"(8, 9]",Action,2010,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9087,Spider-Man: Total Mayhem HD,13980,15218,iPad,"(8, 9]",Action,2010,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9088,Spider-Man: Web of Shadows,10855,11832,"Xbox (360, One)","(7, 8]",Action,2008,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9089,Spider-Man: Web of Shadows -- Amazing Allies Edition,10827,11796,"PlayStation (Portable, Vita)","(6, 7]",Action,2008,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9090,Spider: The Secret of Bryce Manor,12168,13285,Mobile,"(8, 9]",Platformer,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9091,Spider: The Secret of Bryce Manor HD,13604,14816,Mobile,"(8, 9]",Platformer,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9092,SpikeOut: Battle Street,17919,6764,"Xbox (360, One)","(5, 6]",Fighting,2005,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9093,Spin Blocks 360,7473,8044,Mobile,"(7, 8]",Puzzle,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9094,Spin Jam,2226,2458,"PlayStation (1, 2 ,3, 4)","(6, 7]",Action,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9095,Spin Master,13900,15130,Wii (U),"(5, 6]",Action,2010,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9096,Spin Six,13331,14532,"Nintendo (DS, 3DS, DSi)","(7, 8]",Puzzle,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9097,Spin-It!,8551,9207,Mobile,"(6, 7]",Puzzle,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9098,Spinzizzle,13441,14645,Mobile,"(7, 8]",Puzzle,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9099,Spirit Camera: The Cursed Memoir,15355,16669,"Nintendo (DS, 3DS, DSi)","(5, 6]",Adventure,2012,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9100,Spirit of Speed 1937,2184,2412,Dreamcast,"(2, 3]",Racing,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9101,Spirits & Spells,4720,5091,GameCube,"(4, 5]",Platformer,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9102,Spitfire Heroes: Tales of the Royal Air Force,10012,10881,"Nintendo (DS, 3DS, DSi)","(5, 6]",Simulation,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9103,Splashdown,3623,3933,"Xbox (360, One)","(8, 9]",Racing,2002,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9104,Splashdown: Rides Gone Wild,17594,7025,"PlayStation (1, 2 ,3, 4)","(8, 9]",Racing,2005,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9105,Splat Magazine Renegade Paintball,6762,7290,"Xbox (360, One)","(5, 6]",Shooter,2005,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9106,Splatoon,16871,18322,Wii (U),"(8, 9]",Shooter,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9107,Splatterhouse,13907,15137,"Xbox (360, One)","(3, 4]",Action,2010,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9108,Splatterhouse 2,10634,11585,Wii (U),"(5, 6]",Action,2008,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9109,Splatterhouse [1988],13956,15191,Mobile,"(4, 5]",Action,2010,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9110,Splatterhouse [1990],8438,9082,Wii (U),"(6, 7]",Action,2007,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9111,Splice: Tree of Life,2,2,iPad,"(8, 9]",Puzzle,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9112,Split/Second,13938,15171,"Xbox (360, One)","(8, 9]",Racing,2010,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9113,Splode,13553,14761,Mobile,"(7, 8]",Adventure,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9114,SpongeBob SquarePants Baytona 500,6959,7501,Mobile,"(6, 7]",Racing,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9115,SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,11427,12476,Wii (U),"(5, 6]",Party,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9116,SpongeBob SquarePants: Atlantis Treasures,9680,10497,Mobile,"(5, 6]",Action,2008,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9117,SpongeBob SquarePants: Creature from the Krusty Krab,9584,10379,Wii (U),"(6, 7]",Action,2008,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,SpongeBob SquarePants: Legend of the Lost Spatula,2864,3134,"Game Boy (Color, Advance)","(5, 6]",Action,2001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119,"SpongeBob SquarePants: Lights, Camera, PANTS!",6836,7370,"Xbox (360, One)","(6, 7]",Party,2005,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9120,SpongeBob SquarePants: Plankton's Robotic Revenge,15966,17333,"PlayStation (1, 2 ,3, 4)","(3, 4]",Adventure,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9121,SpongeBob SquarePants: Revenge of the Flying Dutchman,4141,4481,"PlayStation (1, 2 ,3, 4)","(3, 4]",Platformer,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9122,SpongeBob SquarePants: The Battle For Bikini Bottom,4888,5274,"Xbox (360, One)","(7, 8]",Platformer,2003,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9123,SpongeBob SquarePants: The Yellow Avenger,7246,7809,"PlayStation (Portable, Vita)","(7, 8]",Platformer,2006,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9124,SpongeBob SquarePants: Underpants Slam!,9572,10365,"Xbox (360, One)","(4, 5]",Action,2008,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9125,SpongeBob Squarepants Darts,5626,6068,Mobile,"(7, 8]",Sports,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9126,SpongeBob Squarepants: Creature from the Krusty Krab,8225,8836,Mobile,"(4, 5]",Action,2007,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9127,SpongeBob SquigglePants,14439,15711,Wii (U),"(4, 5]",Action,2011,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9128,SpongeBob's Atlantis SquarePantis,9503,10287,Wii (U),"(5, 6]",Action,2007,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9129,Spore,10782,11748,PC,"(8, 9]",Simulation,2008,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9130,Spore Creatures,10473,11403,"Nintendo (DS, 3DS, DSi)","(7, 8]",Simulation,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9131,Spore Hero,12455,13590,Wii (U),"(6, 7]",Simulation,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9132,Spore Hero Arena,12482,13621,"Nintendo (DS, 3DS, DSi)","(3, 4]",Simulation,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9133,Spore: Galactic Adventures,11955,13051,PC,"(7, 8]",Simulation,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9134,Spore: Galactic Edition,10529,11466,PC,"(8, 9]",Simulation,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9135,Spore: Origins,10544,11483,Mobile,"(8, 9]",Simulation,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9136,Sports Car GT,1190,1254,"PlayStation (1, 2 ,3, 4)","(7, 8]",Racing,1999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9137,Sports Champions,18767,14823,"PlayStation (1, 2 ,3, 4)","(7, 8]",Sports,2010,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9138,Sports Champions 2,17208,253,"PlayStation (1, 2 ,3, 4)","(7, 8]",Sports,2012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9139,Sports Illustrated for Kids: Baseball,3030,3306,"Game Boy (Color, Advance)","(3, 4]",Sports,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9140,Sports Illustrated for Kids: Football,3096,3373,"Game Boy (Color, Advance)","(4, 5]",Sports,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9141,Sports Jam,2971,3246,Dreamcast,"(7, 8]",Sports,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9142,Spot Goes to Hollywood,555,591,"PlayStation (1, 2 ,3, 4)","(2, 3]",Platformer,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9143,Spring Break,3776,4103,PC,"(7, 8]",Simulation,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9144,Spring Break: Cancun Goes Wild,8461,9105,Mobile,"(5, 6]",Party,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9145,Sprinkle,14756,16034,Mobile,"(6, 7]",Action,2011,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9146,Sprint Car Racing,2363,2608,PC,"(4, 5]",Racing,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9147,Sprint Cars 2: Showdown at Eldora,10045,10918,"PlayStation (1, 2 ,3, 4)","(2, 3]",Racing,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9148,Sprint Cars: Road to Knoxville,7510,8081,"PlayStation (1, 2 ,3, 4)","(4, 5]",Racing,2006,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9149,Sprung,6007,6483,"Nintendo (DS, 3DS, DSi)","(3, 4]",Adventure,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9150,Spy Bot Chronicles,12259,13386,Mobile,"(6, 7]",Platformer,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
